date,close,high,low,open,volume,symbol_id
2023-12-30 00:00:00,0.3379242160748456,0.3374387883005646,0.3373178506146559,0.3374030511612236,0.0879971875155474,0
2023-12-31 00:00:00,0.33879221575789237,0.3396322648160919,0.34090585006299,0.33788676030194575,0.09010793553108723,0
2024-01-01 00:00:00,0.354039558121442,0.350048430558826,0.3426650189969062,0.3389138907358602,0.10127587909230146,0
2024-01-02 00:00:00,0.3603771988936985,0.36371163118465066,0.35859063289343696,0.3541994502780706,0.21633131839356395,0
2024-01-03 00:00:00,0.34346537374989555,0.360570023330967,0.33128931777933296,0.3604074475371243,0.25489013013132245,0
2024-01-04 00:00:00,0.354140476666172,0.35475996016955175,0.34640052216508277,0.3435276956411083,0.16742638720378042,0
2024-01-05 00:00:00,0.3540023594769682,0.35145770455232683,0.3472896981787417,0.35424626185014335,0.1778154476398848,0
2024-01-06 00:00:00,0.352611637427889,0.35046202890496053,0.35289407855053667,0.3541338201409037,0.08842958867285629,0
2024-01-07 00:00:00,0.352242124630384,0.35258517946311485,0.35441258685814075,0.3526870450990169,0.10624823874974458,0
2024-01-08 00:00:00,0.3765094181030655,0.3741578526072304,0.3510184159221447,0.35228819171770415,0.23510112188310267,0
2024-01-09 00:00:00,0.36985004663049853,0.3795121280387526,0.36725783986065325,0.37664796314961857,0.21900579921227803,0
2024-01-10 00:00:00,0.37376216669831236,0.37755903505533733,0.36107612764644836,0.36970538429803884,0.2756485172280619,0
2024-01-11 00:00:00,0.3716845222060789,0.38803580741098354,0.3707801094699432,0.37399016177897904,0.2520914381207628,0
2024-01-12 00:00:00,0.3435053904734962,0.36845361886846395,0.3401389068180311,0.37157512302926254,0.23832858752672736,0
2024-01-13 00:00:00,0.3434189380682839,0.34259366240400735,0.34468755119329264,0.34307583089423094,0.11324395175670314,0
2024-01-14 00:00:00,0.33503343050656714,0.3412540024413744,0.33868466980022083,0.3434190426945582,0.09629276959112498,0
2024-01-15 00:00:00,0.3407703820569496,0.34326770203770174,0.3385288586911697,0.3343835638581344,0.12269984782964248,0
2024-01-16 00:00:00,0.34592439828395694,0.3452213831343169,0.3416180660034674,0.3406701857710173,0.13228941990464482,0
2024-01-17 00:00:00,0.34261951164398935,0.3422389063311853,0.3424566684072492,0.34574236833751815,0.11461621180978444,0
2024-01-18 00:00:00,0.3307512653374132,0.339754375688379,0.3298090488281627,0.34261786029012664,0.13864789007323594,0
2024-01-19 00:00:00,0.33360770165233494,0.3338732436897594,0.3271002375018817,0.33088378043195243,0.14158669230564416,0
2024-01-20 00:00:00,0.3339858878711524,0.331842581670615,0.3364298160743234,0.33365831326793455,0.06363473013181371,0
2024-01-21 00:00:00,0.3330255804407075,0.3316640738377937,0.33683716351387966,0.33403424620058025,0.051293754818499196,0
2024-01-22 00:00:00,0.316685887983627,0.3300462982382787,0.32022225826617634,0.33308968574362624,0.17232732805614212,0
